street,street_num,letter,X,Y
VIA DEL VALLO,36,,1428586.330000000074506,5447585.160000000149012
VIALE TRIESTE,55,,1438845.739999999990687,5451242.769999999552965
VIA M. DEL MONACO,6,,1436534.070000000065193,5452008.639999999664724
STRADA S.MARIA ARZILLA,44,E,1433619.949999999953434,5440147.320000000298023
VIA F. DE SANCTIS,44,,1437402.489999999990687,5450115.890000000596046
VIA DELLE GALIGARIE,34,,1437082.760000000009313,5451312.299999999813735
VIA G. LANZA,8,,1436819.550000000046566,5449758.490000000223517
VIA D. MANIN,10,,1436983.379999999888241,5452268.769999999552965
VIA L. BISSOLATI,11,,1436392.810000000055879,5450089.620000000111759
VIA P. TETTAMANZI,9,,1433201.330000000074506,5447619.100000000558794
VIALE ZARA,20,,1437662.540000000037253,5452090.290000000037253
VIA E. TORRICELLI,20,,1438350.169999999925494,5450225.459999999962747
VIA E. TORRICELLI,24,,1438412.699999999953434,5450260.910000000149012
VIA NEVIERA,12,,1436799.729999999981374,5451854.919999999925494
VIA BASSANO GRAPPA,9,"1",1433270.189999999944121,5451703.919999999925494
VIA CLITUNNO,60,,1431926.620000000111759,5452296.519999999552965
VIALE VENEZIA,35,,1436986.989999999990687,5452331.969999999739230
VIALE POLA,9,,1437019.659999999916181,5452491.260000000707805
VIALE TRIESTE,164,,1438076.020000000018626,5452084.990000000223517
VIA A. COSTA,53,,1436337.530000000260770,5450137.709999999962747
VIA Q. SELLA,52,,1437314.100000000093132,5449822.940000000409782
VIA D. COMPAGNI,8,,1438452.689999999944121,5448468.530000000260770
VIA LAGO MAGGIORE,271,"2",1427944.449999999953434,5444027.379999999888241
VIA C. MENOTTI,87,,1437184.780000000027940,5450157.910000000149012
STRADA DI BORGHERIA,27,,1434293.899999999906868,5449071.040000000037253
VIA P. FASTIGGI,231,,1432536.399999999906868,5447304.610000000335276
VIA P. FASTIGGI,275,,1432434.699999999953434,5447275.950000000186265
PIAZZALE G. MATTEOTTI,10,,1437813.620000000111759,5451350.490000000223517
VIA A. DIAZ,23,,1437534.879999999888241,5451333.959999999962747
VIA CAMPANIA,29,,1433956.649999999906868,5450303.259999999776483
VIA CAMPO SPORTIVO,39,,1436435.109999999869615,5450110.559999999590218
VIA S.MARIA FABBRECCE,10,,1433441.689999999944121,5451640.209999999962747
VIA AQUILEIA,10,,1433728.590000000083819,5451564.709999999031425
VIA A. MURRI,2,,1438018.449999999953434,5449776.339999999850988
VIA G. FERRARIS,95,,1438303.520000000018626,5449271.339999999850988
VIA L. ACCIO,59,,1435843.199999999953434,5451880.559999999590218
LARGO T. MAMIANI,8,,1437559.429999999934807,5451524.639999999664724
VIA PER SORIA,71,,1435892.629999999888241,5452147.530000000260770
VIA DEGLI EROI,15,,1436052.469999999972060,5452142.120000000111759
VIA MADONNA DI LORETO,47,"3",1437682.199999999953434,5449825.969999999739230
VIA A. MEUCCI,27,,1438433.360000000102445,5449720.790000000037253
STRADA DI BORGHERIA,18,,1434614.270000000251457,5449164.040000000037253
VIA MONTE FALTERONA,4,,1425380.860000000102445,5446286.339999999850988
VIA N. TROMETTA,8,,1437068.250000000000000,5449130.150000000372529
VIA A. LAMARMORA,8,,1436483.669999999925494,5450252.030000000260770
VIA L. AGOSTINI,18,,1436216.850000000093132,5452086.950000000186265
VIA BONAMINI,17,,1437115.659999999916181,5451697.710000000894070
VIA G. BORSI,20,,1433290.650000000139698,5447747.599999999627471
STRADA G. M. LANCISI,34,"7",1424980.439999999944121,5446256.330000000074506
VIA L. TOMASINI,6,,1437099.739999999990687,5448659.150000001303852
VIA B. CAIROLI,27,,1437008.310000000055879,5451568.360000000335276
PIAZZALE PRIMO MAGGIO,26,,1437220.729999999981374,5451931.690000000409782
VIA F. PETRARCA,30,,1438394.840000000083819,5449079.080000000074506
VIA F. CONFALONIERI,19,,1436633.580000000074506,5450366.839999999850988
GALLERIA ROMA,12,,1437181.250000000232831,5451165.509999999776483
STRADA FABBRECCIA,90,,1433586.669999999925494,5448086.549999999813735
VIA CHIOGGIA,18,,1436890.429999999934807,5452313.929999999701977
VIA BRIGATA MAIELLA,65,,1435657.830000000074506,5441041.040000000037253
VIA DEL VALLO,19,,1428600.250000000000000,5447642.040000000037253
STRADA ADRIATICA,71,,1435473.699999999953434,5451572.110000000335276
VIA DELLA RESISTENZA,14,,1424911.360000000102445,5446065.110000000335276
VIA A. PAGNINI,1,,1433069.349999999860302,5447517.070000000298023
VIA ZANUCCHI,5,,1437349.689999999944121,5451687.970000000670552
VIA E. BRIZIO,20,,1439427.080000000074506,5443571.389999999664724
VIA DEI NOCI,13,,1428259.040000000037253,5449530.549999999813735
VIA DELLUSIGNOLO,31,,1440503.479999999981374,5447437.019999999552965
VIA MODENA,8,,1434447.010000000009313,5451387.009999999776483
VIA R. SERRA,3,,1433475.560000000055879,5447653.530000000260770
VIA S.MARIA FABBRECCE,118,,1433241.540000000037253,5451682.690000001341105
VIA D. MAZZA,40,,1437161.739999999990687,5451571.519999999552965
VIA TOLMEZZO,3,,1435673.459999999962747,5451935.990000000223517
VIA TOSCANA,129,,1433879.029999999795109,5450285.599999999627471
VIA TREBBIANTICO,85,,1440612.350000000093132,5445505.429999999701977
VIA LAGO DI GARDA,10,,1429416.279999999795109,5444847.679999999701977
VIA L. MANARA,24,,1437149.159999999916181,5450396.230000000447035
VIA DEL FRUMENTO,9,A,1441490.780000000260770,5446122.370000000111759
VIA DEL FRUMENTO,6,,1441340.389999999897555,5446210.280000000260770
STRADA ADRIATICA,27,,1435792.929999999934807,5451591.990000000223517
VIA T. BRUSCOLINI,23,,1437547.679999999934807,5449783.759999999776483
VIA C. GOLGI,10,,1438008.139999999897555,5449842.150000000372529
VIA STRETTA,2,,1437641.010000000009313,5451583.690000000409782
VIALE A. CECCHI,28,,1436797.949999999953434,5452243.980000000447035
VIA LIVORNO,21,,1436789.699999999953434,5452363.860000000335276
VIA CECCONI,1,,1436526.850000000093132,5451797.389999999664724
VIA DEI NOCI,31,,1428329.620000000111759,5449569.580000000074506
PIAZZA EUROPA,9,,1436139.440000000176951,5453267.980000000447035
VIA E. FERRI,19,,1436392.399999999906868,5449934.250000000000000
VIA L. ACCIO,45,"3",1435913.069999999832362,5451817.410000001080334
VIA MONTE GIOVE,4,,1424805.270000000018626,5445783.299999999813735
VIALE G. MARCONI,6,,1437414.840000000083819,5452137.099999999627471
VIALE S. CANTARINI,16,,1438081.780000000027940,5451394.139999999664724
VIA MILITE IGNOTO,75,,1438589.760000000009313,5450365.459999999962747
VIA DEI LAVORATORI,1,"1",1434878.090000000083819,5449102.799999999813735
VIA PANTANO,154,,1437349.910000000149012,5448688.360000000335276
STRADA LAGO BRACCIANO,5,"1",1429397.830000000074506,5445437.320000000298023
STRADA DELLALTARELLO,2,,1432029.169999999925494,5452769.610000000335276
STRADA DELLA BLILLA,2,,1429334.540000000037253,5442784.040000000037253
BORGATA CASTELDIMEZZO,21,,1425601.530000000260770,5458858.980000000447035
CORSO UNDICI SETTEMBRE,233,,1436752.899999999906868,5451807.980000000447035
VIA F. MENGARONI,30,,1436861.699999999953434,5451665.019999999552965
STRADA FIORENZUOLA FOCARA,17,"4",1427389.399999999906868,5456722.719999999739230
STRADA ROMAGNA,207,"1",1427597.959999999962747,5456542.419999999925494
VIA B. BALDI,26,,1436094.930000000167638,5452836.440000000409782
VIALE C. BATTISTI,200,,1436977.679999999934807,5452830.509999999776483
STRADA DEGLI SMINATORI,1,,1427963.620000000111759,5447455.539999999105930
STRADA DI CARPANETO,7,"1",1434553.299999999813735,5439931.000000000000000
VIALE DANTE ALIGHIERI,8,,1437474.929999999934807,5452069.490000000223517
VIA DEL MATTATOIO,8,,1436880.629999999888241,5452011.089999999850988
VIALE TRIESTE,40,,1438933.409999999916181,5451224.400000000372529
VIA G. LANZA,20,,1436808.149999999674037,5449702.099999999627471
VIA S. SONNINO,5,,1436773.050000000046566,5449051.040000000037253
VIA C. MENOTTI,65,,1437181.459999999962747,5450226.650000000372529
STRADA FERRIERA,15,,1435289.439999999944121,5442422.820000000298023
VIA DEL NOVECENTO,27,,1436136.270000000018626,5448754.959999999962747
VIA SOLFERINO,120,,1435469.530000000027940,5449473.909999999217689
VIA G. GALILEI,11,,1438403.159999999916181,5449971.089999999850988
VIA C. PISACANE,13,,1436850.899999999906868,5450402.450000000186265
VIA CLITUNNO,4,,1432321.989999999990687,5452179.139999999664724
VIA F. FELLINI,34,,1436537.530000000260770,5448453.759999999776483
VIA F. MONTANI,4,,1436037.659999999916181,5448039.919999999925494
VIA VINCENZO ROSSI,64,,1436975.199999999953434,5450489.209999999962747
VIA S.MARIA FABBRECCE,107,,1433143.320000000065193,5451655.919999999925494
VIA A. VERETTI,32,,1437159.500000000000000,5448503.530000000260770
VIA E. TORRICELLI,27,,1438392.610000000102445,5450296.650000000372529
VIA PESCHIERA,18,,1435910.879999999888241,5449649.929999999701977
STRADA FABBRECCIA,65,,1433857.620000000111759,5447497.929999999701977
STRADA ADRIATICA,133,,1435028.080000000074506,5451564.709999999031425
VIA MILITE IGNOTO,19,,1438393.449999999953434,5450636.970000000670552
VIA PANARO,39,,1431545.229999999981374,5453193.299999999813735
VIALE G. MAMELI,122,,1436563.520000000018626,5451957.290000000037253
VIA BONAMINI,4,,1437178.620000000111759,5451653.120000000111759
VIA DEL CARDELLINO,3,,1440347.769999999785796,5447384.610000000335276
VIA LAGO DI VICO,14,,1429150.070000000065193,5444518.959999999962747
VIA T. VITI,17,,1437504.760000000009313,5448883.549999999813735
VIA N. SABBATINI,32,,1437207.689999999944121,5451435.690000000409782
VIA G. B. LULLI,15,,1434977.669999999925494,5449378.339999999850988
VIA B. TELESIO,5,,1438125.409999999916181,5449576.499999999068677
VIA LAGO DI LUGANO,9,,1428344.899999999906868,5444290.000000000000000
VIA G. ANDREANI,25,,1436037.169999999925494,5452057.749999999068677
VIA L. AGOSTINI,107,,1436076.629999999888241,5452538.719999999739230
VIA DEL FRUMENTO,20,,1441484.530000000027940,5446083.280000000260770
STRADA DELLA POZZETTA,7,,1433279.300000000046566,5451760.299999999813735
VIA A. SCIALOIA,56,,1436509.889999999897555,5448860.809999999590218
VIA L. TOMASINI,40,,1437156.399999999906868,5448440.129999999888241
STRADA TREBBIO SCONFITTA,19,"4",1433554.939999999944121,5443391.389999999664724
VIA E. MANCINI,63,,1437061.290000000037253,5450254.209999999962747
VIA LAGO DI RESIA,3,,1427818.830000000074506,5444026.679999999701977
VIA S. SONNINO,7,,1436777.780000000027940,5449049.839999999850988
STRADA DELLA RUPOLA,4,"2",1434240.750000000000000,5443935.620000000111759
VIA C. PISACANE,73,,1436791.959999999962747,5450001.730000000447035
VIA R. LIVERANI,64,,1437389.409999999916181,5449262.150000001303852
VIA G. B. PERGOLESI,17,,1435351.020000000018626,5449642.990000001154840
VIA M. METELLI,28,,1437033.290000000037253,5451907.690000000409782
VIA C. NIGRA,1,,1437067.120000000111759,5450027.400000000372529
VIA F. BELLUZZI,3,,1436208.970000000204891,5452813.389999999664724
VIA PANTANO,44,,1436825.540000000037253,5449808.700000000186265
STRADA DEL CASTAGNETO,64,,1437244.030000000027940,5444869.900000000372529
STRADA VALLE CASTAGNI,15,,1436115.899999999906868,5445721.650000000372529
VIA R. GENNARI,20,,1435910.090000000083819,5452031.910000000149012
VIALE DEI PARTIGIANI,22,,1437455.219999999972060,5452039.280000000260770
VIALE BRUXELLES,6,,1436051.570000000298023,5453258.349999998696148
STRADA DI CIARCIANO,21,,1428124.290000000037253,5452758.740000000223517
VIA M. MARGOTTI,38,,1432639.850000000325963,5447259.679999999701977
VIA DELLE GINESTRE,13,,1424417.050000000046566,5457508.860000000335276
VIA MONTE TITANO,9,,1425298.540000000037253,5446305.129999999888241
VIA DEI GIRASOLI,80,,1441635.429999999934807,5446090.900000000372529
VIA LUBIANA,60,"1",1436455.070000000065193,5448795.509999999776483
VIA F. MONTANI,36,,1436014.199999999953434,5447887.540000000037253
VIA L. B. ALBERTI,6,,1438425.090000000083819,5448634.299999999813735
VIA DELLA CONCORDIA,82,,1432356.389999999897555,5447375.429999999701977
STRADA DI FONTESECCO,116,"1",1429966.959999999962747,5445492.839999999850988
VIA DELLE AZALEE,20,,1423960.500000000000000,5457657.179999999701977
VIA LAGO MAGGIORE,294,,1427677.429999999934807,5443932.450000000186265
VIA SCRIVIA,4,,1432043.290000000037253,5453249.639999999664724
VIA C. MENOTTI,13,,1437249.219999999972060,5450587.469999999739230
VIA DELLA FONDERIA,16,,1436872.459999999962747,5450466.540000000037253
VIA A. ARIANI,9,,1436989.429999999934807,5448579.919999999925494
VIA LAGO MISURINA,36,,1429271.570000000065193,5444359.360000000335276
VIA O. FONTANA,24,,1437183.129999999655411,5448819.819999999366701
VIA F. COMMANDINO,25,,1438414.120000000111759,5449791.370000000111759
VIA DEI CANONICI,115,,1432130.120000000344589,5448888.440000000409782
VIA BADO,11,,1436631.000000000000000,5452278.660000000149012
STRADA DELLA PUGLIA,12,B,1434975.550000000046566,5445140.410000000149012
VIALE LEONARDO,12,,1437407.419999999925494,5452327.190000000409782
VIA DEL POZZO,7,,1437365.809999999823049,5451098.969999999739230
VIA VINCENZO ROSSI,89,,1436950.479999999981374,5450189.769999998621643
VIA CANALE,73,,1436416.949999999953434,5451673.839999999850988
VIA F. VATIELLI,40,A,1435527.510000000009313,5450273.070000000298023
VIA LAGO DI GARDA,19,,1429358.919999999925494,5444779.540000000037253
VIA C. CATTANEO,58,,1437315.810000000055879,5451071.820000000298023
VIA P. GERMI,15,,1436253.159999999916181,5448416.049999999813735
VIA F. BARACCA,93,,1438391.709999999962747,5450371.740000000223517
STRADA DEI GUAZZI,7,,1437033.020000000018626,5440569.870000001043081
VIA S. TALEVI,16,,1436178.020000000018626,5449042.790000000037253
VIA G. BORSI,24,,1433257.790000000037253,5447750.410000000149012
VIA C. PAVESE,24,,1440118.560000000055879,5449046.040000000037253
VIA G. BOCCACCIO,22,,1438276.010000000009313,5448787.629999999888241
VIA GIOVANELLI,1,"2",1437282.770000000018626,5451186.219999999739230
VIA E. VITERBO,1,,1434897.840000000083819,5449238.980000000447035
STRADA L. CASSIANI,43,,1432424.040000000037253,5449984.360000000335276
VIA MASTRO GIORGIO,16,,1436887.179999999934807,5451869.419999999925494
STRADA DEL FOGLIA,17,,1425154.689999999944121,5445866.629999999888241
VIALE NAPOLI,21,,1436713.810000000055879,5452741.730000000447035
VIA VINCENZO ROSSI,7,"2",1437019.790000000037253,5450610.049999999813735
VIA E. FERRI,17,,1436382.580000000074506,5449941.450000000186265
VIA DIVISIONE ACQUI,10,,1431766.800000000046566,5447335.439999999478459
VIA A. CORELLI,38,,1435903.540000000037253,5450056.339999999850988
VIA F. XANTO AVELLI,24,,1437056.229999999981374,5448814.750000000000000
VIA MASTRO GIORGIO,29,,1436844.139999999897555,5451971.070000000298023
VIA C. BELGIOIOSO,76,,1437219.999999999767169,5449526.389999999664724
VIA VITALI,3,,1437403.510000000009313,5451178.059999999590218
VIA MILANO,83,,1435106.340000000083819,5450913.580000000074506
VIA DELLUSIGNOLO,5,,1440526.010000000009313,5447624.459999999962747
VIA E. VITERBO,31,,1434812.419999999925494,5449355.440000000409782
VIA G. GIOLITTI,224,,1435917.219999999739230,5449780.719999999739230
VIA LAGO MAGGIORE,56,,1429577.449999999953434,5445048.259999999776483
VIA FABRIANO,28,,1434823.899999999906868,5451006.129999999888241
VIA R. SERRA,202,,1433456.429999999934807,5447931.269999999552965
VIA Y. GAGARIN,44,A,1434580.330000000074506,5451011.790000000037253
STRADA ROMAGNA,201,,1427885.510000000009313,5456670.209999999962747
VIA P. BONFANTE,8,,1437978.800000000046566,5450079.820000000298023
VIA VITTORIO VENETO,18,,1435109.310000000055879,5451742.940000000409782
VIA A. ROSMINI,5,,1436271.110000000102445,5449741.070000000298023
VIA F. TUMIATI,47,,1438276.830000000074506,5449552.270000000484288
VIA G. ONDEDEI,24,,1436063.590000000083819,5452781.669999999925494
VIA MENTANA,26,,1436737.449999999953434,5451728.480000000447035
VIA E. BACCHIANI,1,,1437447.020000000018626,5450313.149999999441206
VIA A. BOITO,7,,1435286.050000000046566,5449385.530000000260770
VIALE DELLA VITTORIA,97,,1437980.139999999897555,5451607.410000000149012
VIA DELLA MATERNITA,29,,1437120.409999999916181,5451349.820000000298023
STRADA DI VINCOLUNGO,1,"7",1424372.959999999962747,5457556.339999999850988
STRADA DI MONTEBACCHINO,3,,1429381.469999999972060,5453987.750000000931323
VIA FLAMINIA,308,,1438482.409999999916181,5449209.980000000447035
VIA C. PAVESE,3,,1440113.939999999944121,5448944.980000000447035
STRADA LUNGA,3,,1432912.590000000083819,5442397.599999999627471
VIA STRETTA,1,,1437647.110000000102445,5451578.339999999850988
VIA P. FASTIGGI,168,,1432504.510000000242144,5447315.570000000298023
VIA M. FERRARO,30,,1431417.830000000074506,5446665.620000000111759
VIA A. BATTELLI,19,,1438467.669999999925494,5451122.959999999962747
VIA SAN LEO,10,,1435161.239999999990687,5450845.780000000260770
VIA MONTENEVOSO,72,,1435286.320000000065193,5451507.410000000149012
VIA ISONZO,17,B,1435315.600000000093132,5451387.370000000111759
VIA A. COSTA,150,,1436168.870000000344589,5449648.429999999701977
VIA M. BONI,21,,1436093.409999999916181,5447394.860000000335276
VIA SOLFERINO,92,,1435568.270000000018626,5449568.309999999590218
VIA C. PAVESE,16,,1440192.520000000018626,5448932.700000000186265
VIA D. GUERRINI,43,,1438484.989999999990687,5448534.339999999850988
VIA A. SALANDRA,8,,1436853.739999999990687,5449544.299999999813735
VIALE G. MAMELI,98,,1436539.830000000074506,5452032.349999999627471
VIALE DANTE ALIGHIERI,2,,1437451.350000000093132,5452046.559999998658895
VIA J. F. KENNEDY,70,,1438797.689999999944121,5450068.849999999627471
VIALE P. MASCAGNI,51,,1438184.580000000074506,5451489.580000000074506
VIA G. FINALI,25,"1",1432621.680000000167638,5447592.240000000223517
STRADA DELLA NECROPOLI,8,,1439895.199999999953434,5444472.259999999776483
VIA F. BARACCA,77,"1",1438343.760000000009313,5450403.959999999962747
VIA A. MANTEGNA,2,,1436011.600000000093132,5447010.559999999590218
VIA E. TOTI,13,,1436813.669999999925494,5450155.260000000707805
VIA TEBALDI,17,,1437321.639999999897555,5451285.469999999739230
VIA MONTENEVOSO,48,,1435467.050000000046566,5451529.540000000968575
VIA CLITUNNO,62,,1431924.290000000037253,5452294.120000001043081
VIA PERFETTI,3,,1437321.639999999897555,5451699.400000000372529
STRADA VALLE TRESOLE,12,"7",1435694.110000000102445,5445428.350000000558794
VIA MONTE AMIATA,7,,1425184.040000000037253,5446540.919999999925494
VIA A. ALEARDI,16,,1438709.949999999953434,5450209.639999999664724
VIALE DELLA REPUBBLICA,54,,1438023.870000000111759,5452019.879999999888241
VIA DEGLI ABETI,292,,1431253.590000000083819,5450410.410000000149012
VIA PER SORIA,67,,1435892.389999999897555,5452127.599999999627471
VIA P. MANTEGAZZA,16,,1438951.820000000065193,5449476.480000000447035
